Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
9-May-16,16357,16712.9,16357,16686.1,75762620,2373.13
10-May-16,16710.05,16812.2,16613.9,16784.95,82060322,2263.64
11-May-16,16544.25,16861.95,16518.75,16754.45,110386461,3461.5
12-May-16,16881.25,16962,16779.5,16923.7,86110726,2480.92
13-May-16,16891.7,16891.7,16594.55,16716.9,89058321,2155.87
16-May-16,16744.15,16780.05,16431.65,16737.55,126894276,2890.41
17-May-16,16818.4,16903.35,16738.7,16762.75,99004259,2789.41
18-May-16,16671.7,16759.05,16556.6,16728.95,130870012,2430.36
19-May-16,16725.45,16726.15,16535.75,16565.25,87516244,1995.4
20-May-16,16600.8,16623.2,16455.4,16481.45,73956019,1584.93
23-May-16,16560.15,16604.15,16368,16407.55,69309872,1618.48
24-May-16,16422.35,16501.05,16368.6,16456.65,60212588,1531.44
25-May-16,16600.65,17025.85,16599.05,16997.45,86513208,2190.92
26-May-16,17037.6,17424.05,16971.35,17359.3,134389985,3368.29
27-May-16,17348.35,17543.3,17327.65,17511.8,163233119,3840.31
30-May-16,17580.85,17666.05,17484.8,17520.65,96747582,2371.69
31-May-16,17615.1,17648.25,17462.2,17620.9,115964022,3491.6
1-Jun-16,17670.85,17670.85,17392.85,17423.45,99164561,2547.94
2-Jun-16,17405.15,17596.4,17350.45,17567.8,78335336,2242.66
3-Jun-16,17657.2,17762.05,17649.05,17680.8,89366456,2670.52
6-Jun-16,17710.45,17754.15,17636.9,17671.4,81251372,2190.33
7-Jun-16,17796.55,18000.95,17713.35,17948.15,167578972,4195.31
8-Jun-16,17976.25,17995.8,17855.2,17946.8,123360967,2819.24
9-Jun-16,17955.8,17986.15,17801.55,17887.7,107528433,2437.91
10-Jun-16,17830.2,18051.5,17815.25,17828.6,94174779,2392.43
13-Jun-16,17620.55,17666.55,17527.55,17593.95,72871679,1967.88
14-Jun-16,17698.95,17719.85,17575.95,17672.4,94796689,2072.72
15-Jun-16,17746.05,17943.65,17659.6,17917.9,119252898,2716.96
16-Jun-16,17827.6,17827.6,17545.8,17671.3,132625249,2917.89
17-Jun-16,17772.3,17843.15,17590.75,17696.05,91953442,2295.07
20-Jun-16,17425.8,17779,17425.8,17718.6,110665302,2595.04
21-Jun-16,17761.65,17763.3,17585.65,17619.1,73724929,1760.53
22-Jun-16,17610.1,17755.25,17518.15,17626.05,68941887,1925.78
23-Jun-16,17630.8,17907.5,17611,17892.45,71430195,2007.67
24-Jun-16,17213.85,17459.2,16946.35,17426.05,164607648,4115.86
27-Jun-16,17346.3,17611.2,17346.3,17514.95,89947886,2173.17
28-Jun-16,17497,17626.7,17481.5,17561.55,73838256,1865.7
29-Jun-16,17643.65,17728.95,17580.5,17689.9,60629596,1743.27
30-Jun-16,17825.3,17975.05,17795.9,17935.4,118532313,3306.28
1-Jul-16,18019.7,18074.95,17955.3,17985.65,69395415,1897.16
4-Jul-16,18091.75,18146.35,18054.8,18097.65,88028823,2066.45
5-Jul-16,18122.4,18124.1,17989.6,18004.25,71760436,1729.8
7-Jul-16,18036.3,18146.55,17997.1,18084.9,66110768,1744.02
8-Jul-16,18078.05,18079.2,17910.9,18016.25,71384178,1771.8
11-Jul-16,18268.15,18409.45,18243.3,18390.95,95542728,2683.54
12-Jul-16,18527.85,18684.45,18464.15,18667.6,119959659,3000.57
13-Jul-16,18704.9,18711.6,18546.25,18618.95,91794140,2656.4
14-Jul-16,18633.5,18880.9,18580.2,18863.75,119591064,2708.83
15-Jul-16,18887.9,19016.1,18772.45,18953.65,98893700,2567.28
18-Jul-16,18998.3,19158,18885,18923.4,89841318,2242.05
19-Jul-16,18970.15,19030.05,18833.6,18905.15,119764169,2842.96
20-Jul-16,18896.8,19016.25,18886.3,18968.2,76186713,2036.75
21-Jul-16,18967.4,19000.3,18644.55,18674.3,82995275,2476.38
22-Jul-16,18697.8,18735.4,18551.3,18690.4,98151354,2250.3
25-Jul-16,18594.95,19035.35,18572.1,18989.6,134300249,3500.74
26-Jul-16,18979.1,19044.45,18814.25,18860.85,108819760,3022.24
27-Jul-16,18908.45,19125,18882.4,19021.95,102758926,3614.03
28-Jul-16,19050.4,19126.75,18998.8,19076.55,150822269,3940.03
29-Jul-16,19047.05,19070.15,18912.6,18953.15,84588124,2266.22
1-Aug-16,18896.5,19078.5,18634.4,18740.6,107461841,2913.59
2-Aug-16,18783.6,18866.55,18671.85,18708.25,93802673,2360.14
3-Aug-16,18680.95,18775.4,18542.6,18602,79648244,2267.01
4-Aug-16,18724.9,18724.9,18443.65,18571.7,99891602,2543.99
5-Aug-16,18725.2,18943.15,18708.25,18925.95,86194390,2482.89
8-Aug-16,18986.75,19028.7,18896,18939.45,62653821,1923.87
9-Aug-16,18968.65,19008.15,18838.6,18933.3,80282306,2266.83
10-Aug-16,18966.85,18985.25,18611.25,18647.8,77578944,2171.83
11-Aug-16,18621,18699.2,18537.1,18640.4,101074835,2523.82
12-Aug-16,18698.3,18986.8,18695.5,18963.7,198837215,4945.54
16-Aug-16,19029.1,19062.2,18839.4,19002.15,94800297,2853.88
17-Aug-16,19044.55,19138.35,18966.35,19041.25,81061925,2349.65
18-Aug-16,19087.2,19367.45,19083,19352.8,81431396,2692.4
19-Aug-16,19419,19457.4,19327.2,19414.7,110378474,3000.38
22-Aug-16,19432.6,19493.2,19252.75,19330.25,72766030,2260.39
23-Aug-16,19311.9,19372.65,19246.9,19341.65,75741851,2165.09
24-Aug-16,19358.7,19392.2,19284.35,19355.6,59389952,1807.5
25-Aug-16,19383.7,19432.75,19282.8,19304.25,91833496,3319.88
26-Aug-16,19336.45,19358,19133.9,19195.75,62935384,1988.03
29-Aug-16,19174.45,19247.85,19096.7,19217,56151054,2097.48
30-Aug-16,19306.5,19546.35,19306.5,19531.55,78066462,2862.35
31-Aug-16,19595.9,19823.4,19595.9,19787.6,227835482,12621.85
1-Sep-16,19805.8,19928.2,19738.3,19788.85,73412522,2347.06
2-Sep-16,19830.35,19911.25,19787.6,19883.2,55246832,1827.3
6-Sep-16,19990.95,20459.45,19990.95,20426.2,102450560,3418.91
7-Sep-16,20505.8,20575.8,20376.75,20406.9,182174112,5025.38
8-Sep-16,20439.2,20477.4,20335.2,20417.25,84146556,3133.96
9-Sep-16,20274.75,20349.7,20139.15,20245.3,99503901,4359.51
12-Sep-16,19861.45,19861.45,19735.55,19790.6,97967394,3482.14
14-Sep-16,19757.05,19953.15,19732.15,19909.15,87058786,3004.68
15-Sep-16,19927.6,19955.4,19730.25,19837.55,68388707,2351.11
16-Sep-16,19935.85,20227.2,19783.6,19855.45,139007912,5335.43
19-Sep-16,19892.2,20014.4,19849.65,19906.85,64684600,2681.69
20-Sep-16,19957.35,19964.3,19797.5,19852.3,55715315,2056.31
21-Sep-16,19902.7,19937.85,19749.95,19828.45,62251845,2199.53
22-Sep-16,20153.1,20264.8,19996.9,20109.6,102577164,3200.62
23-Sep-16,20136.75,20137.55,19861.45,19901.8,96847196,3780.62
26-Sep-16,19792.2,19794.15,19568.35,19591.75,73982979,2552.57
27-Sep-16,19652.95,19696.45,19479.15,19518.7,65845836,2254.69
28-Sep-16,19542,19700,19509.65,19653.55,117247682,3074.09
29-Sep-16,19762.3,19793.2,19059.05,19183.65,239435196,9980.19
30-Sep-16,19116,19330.85,19085.2,19285.7,84247936,2589.5
3-Oct-16,19395.55,19611.25,19363.95,19589.05,66410113,2033.38
4-Oct-16,19641.75,19747.45,19527.35,19672.7,113388061,2928.8
5-Oct-16,19801.3,19816.5,19492.8,19536.85,91727046,2529.11
6-Oct-16,19518.55,19570.7,19325.8,19395.05,74619781,2686.28
7-Oct-16,19398.05,19456,19318,19400.1,62681646,1878.7
10-Oct-16,19489.5,19501.45,19351.35,19378.55,40907508,1288.05
13-Oct-16,19295.55,19295.55,18824.4,18954.25,95148972,2977.66
14-Oct-16,19016.7,19053.5,18926.15,19020.15,61797883,1807.64
17-Oct-16,19136.3,19241.75,19002.45,19070.4,123597409,3474.26
18-Oct-16,19174.7,19511.8,19162.85,19495.05,104276455,3331.64
19-Oct-16,19570.05,19576.3,19322.75,19412.1,65347496,2227.07
20-Oct-16,19493.9,19722.85,19479.25,19658.7,97604833,3274.33
21-Oct-16,19636.4,19744,19516.4,19710.9,69230448,2310.21
24-Oct-16,19763.85,19897.85,19751.65,19807.9,77828035,2375.85
25-Oct-16,19907.7,19922.7,19711.95,19834.9,90588204,2477.21
26-Oct-16,19581.7,19725.9,19434.5,19483.6,143827550,4605.88
27-Oct-16,19452,19544.2,19252.1,19514.6,87647894,3276.15
28-Oct-16,19507.85,19589.7,19362,19555.95,68877003,2262.36
30-Oct-16,19657.8,19666.8,19484.65,19523.55,8938951,267.09
1-Nov-16,19578.6,19591.65,19417.3,19458.6,61792854,1992.47
2-Nov-16,19223.5,19296.55,19158.75,19227.9,74364554,2542.39
3-Nov-16,19201.95,19319.65,19119.3,19178.7,65915418,1907.41
4-Nov-16,19223.85,19223.9,18961.15,19058.1,76173129,2300.58
7-Nov-16,19317.85,19378,19233,19356,77290268,2148.35
8-Nov-16,19490.75,19549.45,19322.15,19500.8,83951456,2433.93
9-Nov-16,18270.9,19587.8,18143.7,19518.25,169946993,5102.23
10-Nov-16,19827.5,20283.15,19787.45,20200.25,212502782,5707.96
11-Nov-16,20033.85,20309.65,19704.35,19738.8,197925973,5329.2
15-Nov-16,19808.35,19861.75,19240.45,19289.75,208769377,6018.37
16-Nov-16,19591.25,19611.9,19088.4,19108.1,134590517,4172.68
17-Nov-16,19115.9,19328.75,19009.85,19087.85,106724890,3044.75
18-Nov-16,19180.3,19216.35,18897.1,18959.05,79393592,2272.08
21-Nov-16,19063.8,19075.95,18351.25,18446.4,135622966,3456.39
22-Nov-16,18626.7,18650.5,18322.7,18548.65,119912505,3357.39
23-Nov-16,18660.55,18669.05,18449.7,18540.9,73799835,2142.47
24-Nov-16,18476,18476.35,18215.8,18256.1,120482500,3662.56
25-Nov-16,18377.55,18546.35,18266.6,18507.3,81089308,2347.44
28-Nov-16,18237.2,18471.65,18187.4,18301.45,106884555,3041.05
29-Nov-16,18308.8,18427.4,18188.7,18223.75,81509358,2454.4
30-Nov-16,18306.1,18667.85,18262.5,18627.8,89135261,2853.13
1-Dec-16,18676.75,18713.1,18389.65,18428.45,62882921,1980.14
2-Dec-16,18329.4,18490.5,18163.8,18247.65,84312899,2455.65
5-Dec-16,18245,18434.25,18189.5,18408.9,45765934,1417.16
6-Dec-16,18459.7,18499.75,18365.95,18420.9,55031739,1519.75
7-Dec-16,18515.5,18588.75,17952.6,18234.15,100890980,2738.11
8-Dec-16,18342.6,18558.75,18336.95,18515.45,55661159,1715.5
9-Dec-16,18567.95,18739.65,18432.3,18695.8,75645795,2199.26
12-Dec-16,18616.05,18616.05,18364.05,18392.95,53579188,1551.39
13-Dec-16,18354.1,18492.85,18291.35,18466.05,54727502,1660.6
14-Dec-16,18480.35,18485.45,18322.9,18341.5,56292640,1882.96
15-Dec-16,18143.5,18532,18122.1,18401.15,82787720,2794.29
16-Dec-16,18417.9,18428.45,18268.3,18312.8,81868151,3056.57
19-Dec-16,18258.1,18316.8,18215.5,18257.05,37244360,1174.33
20-Dec-16,18264.1,18274.9,18009.8,18069.4,53850831,1649.45
21-Dec-16,18124.6,18167.15,18043.95,18084.5,45881955,1491.46
22-Dec-16,18027,18029.6,17839.75,17891.45,50280389,1521.6
23-Dec-16,17849.25,17962.3,17819.75,17884,53610316,1594.4
26-Dec-16,17825.5,17860.85,17606.9,17655.55,45887571,1309.95
27-Dec-16,17677.7,17907.35,17616.1,17879.55,50265645,1457.14
28-Dec-16,17929.2,18059.65,17829.15,17876.7,57498370,1692.18
29-Dec-16,17861.45,18053.3,17829.4,18033.15,83313390,2141.23
30-Dec-16,18026.35,18245.75,18016.8,18177.2,54349583,1546.86
2-Jan-17,18242.3,18249,17844.9,17969.6,74444730,1857.24
3-Jan-17,18002.75,18115.05,17830.95,18035.6,64513818,1769.3
4-Jan-17,18037.45,18092.85,17868.9,17891,50508161,1615.85
5-Jan-17,18000.75,18164.05,17977.8,18115.95,68874940,2271.18
6-Jan-17,18168.45,18325.5,18157.3,18264,65919927,2174.59
9-Jan-17,18314.25,18373.1,18256.15,18286.65,42677260,1404.38
10-Jan-17,18351.45,18441.15,18275.75,18409.6,59993426,2012.18
11-Jan-17,18535.35,18889.45,18515.25,18830,102842482,3493.47
12-Jan-17,18885.45,18966.3,18805.85,18873.95,66286062,1982.54
13-Jan-17,18949.7,18952.25,18781.25,18912.1,55762182,1855.3
16-Jan-17,18899.7,19134.5,18865.25,19096.45,59319825,1740.77
17-Jan-17,19128.15,19202.25,18981.85,19067.05,63686033,1862.62
18-Jan-17,19074.85,19276.5,19072.1,19164.5,56898977,1871.38
19-Jan-17,19165.35,19185.3,19046.1,19124.25,83679399,2409.78
20-Jan-17,18996.6,19071.65,18793.05,18820.8,110140976,3855.9
23-Jan-17,18762,18909.65,18722.85,18842.7,97144867,3232.45
24-Jan-17,18931,19054.3,18906.95,19023.5,81717037,3118.62
25-Jan-17,19120.05,19518.45,19114.15,19473.2,131028002,4672.67
27-Jan-17,19588.4,19794.95,19534.9,19708.3,157251635,4654.79
30-Jan-17,19718.8,19767.05,19561.1,19585.25,71178678,2113.37
31-Jan-17,19533.2,19624.1,19435.45,19515.15,67343878,2331.66
1-Feb-17,19522.4,20047.85,19470.95,20020.6,145906975,4549.85
2-Feb-17,20053.95,20146.9,19915.2,20070.3,116963782,3279.64
3-Feb-17,20061.9,20229.65,20009.95,20196.8,113714035,3092.66
6-Feb-17,20307.15,20462.45,20298.05,20371.6,99281709,2853.85
7-Feb-17,20367.3,20426.95,20281.5,20327.25,109432014,2835.6
8-Feb-17,20335.25,20362.8,20070.15,20245.4,85902788,2626.17
9-Feb-17,20312.65,20406.6,20000.35,20151.15,107559620,2763.25
10-Feb-17,20225.75,20310,20167.1,20213.9,117595817,3354.08
13-Feb-17,20273.65,20308.7,20116.9,20251.8,108967330,3171.01
14-Feb-17,20304.5,20314.05,20158.85,20258.1,69832338,2184.7
15-Feb-17,20282.1,20368.2,20115.85,20163.7,74195087,2264.21
16-Feb-17,20243.25,20295.55,20088.2,20243.7,81485552,2495.9
17-Feb-17,20918.45,21042.35,20449.65,20551.35,197061810,17389.12
20-Feb-17,20494.85,20702.6,20472.4,20677.1,66182208,1900.02
21-Feb-17,20695.9,20903.35,20619.25,20860.95,74587721,2472.87
22-Feb-17,20937.6,20958.25,20829.65,20868.45,92261695,3234.58
23-Feb-17,20887.65,21011.9,20828.4,20876.65,95406666,4117
27-Feb-17,20853.45,20853.45,20584.75,20613.05,60499704,2147.48
28-Feb-17,20632.85,20681.3,20560.6,20607.25,76658515,1994.39
1-Mar-17,20698.9,20833.75,20678.75,20783.75,75542256,2221.57
2-Mar-17,20885,20905,20516.9,20560.05,81044163,2531.48
3-Mar-17,20572.85,20580.45,20423.35,20495.6,53179917,1530.14
6-Mar-17,20548.95,20727.5,20532.2,20663.65,56093806,1770.09
7-Mar-17,20685.95,20701.25,20585.95,20627.5,47804156,1672.58
8-Mar-17,20630.15,20715.2,20534.25,20676.55,63112788,2417.86
9-Mar-17,20620.55,20780.25,20603.9,20721.35,59782379,2026.91
10-Mar-17,20825.9,20876.95,20648.8,20727.55,53537238,1964.77
14-Mar-17,21189.85,21274.45,21059.7,21102.7,98698328,3498.01
15-Mar-17,21089.4,21216.9,21063.95,21157.9,75243419,2391.61
16-Mar-17,21237.5,21289.8,21194.25,21249.9,73921069,2310.19
17-Mar-17,21308.45,21336.05,21127.95,21175.05,92308641,3726.23
20-Mar-17,21202.55,21202.55,21084.8,21110.25,50376495,1837.69
21-Mar-17,21110.65,21146.5,20967,21019,72936344,2481.96
22-Mar-17,20815.35,20899,20753.9,20781.35,83727177,3342.31
23-Mar-17,20848.75,20934.75,20775.35,20895.5,60387250,2370.82
24-Mar-17,20987.6,21174.1,20929.15,21122.55,124797100,3469.38
27-Mar-17,21178.1,21179.2,20979.55,21056.9,97615919,2724.96
28-Mar-17,21229,21264.95,21145,21225.4,95258847,3085.11
29-Mar-17,21291.45,21418.6,21255.75,21391.15,119195883,3822.73
30-Mar-17,21374.35,21696,21331.9,21620.7,111132480,4310.1
31-Mar-17,21551.85,21574.15,21414,21444.15,103206746,3006.08
3-Apr-17,21539.2,21565.45,21408.6,21547.75,61067763,1906.61
5-Apr-17,21602.2,21699.3,21499.75,21652.7,84599454,2687.88
6-Apr-17,21572.7,21674,21488.9,21622.95,93689427,3046.09
7-Apr-17,21536.5,21616.85,21397,21431.15,96285404,2249.17
10-Apr-17,21492.05,21552.1,21396.05,21520.15,57491405,1899.75
11-Apr-17,21521.45,21753.35,21483.55,21736.15,89433764,2573
12-Apr-17,21735.65,21787.1,21551.75,21666.8,78966353,2262.2
13-Apr-17,21651.25,21758.85,21627,21686.6,71469667,2103.68
17-Apr-17,21700.5,21743.3,21576.75,21647.6,49031440,1613.7
18-Apr-17,21706.05,21947,21634.15,21671.85,85174794,2519.03
19-Apr-17,21674.1,21706.3,21470.2,21556.35,81449296,2982.23
20-Apr-17,21419.45,21558.85,21396,21491.4,100132829,4072.58
21-Apr-17,21567.5,21614.55,21386.2,21551.45,77253527,3180.14
24-Apr-17,21591.9,21884.85,21578.65,21857.4,84637572,3426.83
25-Apr-17,21960.65,22093.25,21900.3,22054.7,88819491,2951.25
26-Apr-17,22158.65,22276.05,21814.9,22242.85,133893025,3440.25
27-Apr-17,22274.05,22380.85,22169.8,22326.3,166567366,5121.57
28-Apr-17,22296.8,22383,22182.55,22358.25,167782299,3435.87
2-May-17,22412.55,22492.15,22266.15,22341.35,140738147,3271.81
3-May-17,22445.85,22449,22240.05,22307.3,130697797,2999.79
4-May-17,22618.3,22743.7,22449.9,22720.1,226413641,6577.31
5-May-17,22844.85,22853.55,22514,22604.95,255187439,6371.44
8-May-17,22678.45,22835.15,22632.5,22767.35,106479323,3170.57
9-May-17,22820.8,22835.35,22664.35,22707.3,81028829,2350.68
10-May-17,22767.75,22859.4,22742.05,22830.35,73498955,2353.34
11-May-17,22916.05,22977.85,22764.65,22818.45,78856978,2557.6
12-May-17,22840.4,22859.15,22578,22671.7,96397424,4278.32
15-May-17,22735.85,22891.7,22730.35,22821.5,74700041,3207.83
16-May-17,22857.6,22944.1,22727.65,22928.6,134784390,3836.41
17-May-17,22972.35,22978.15,22830.1,22935.95,96263996,3028.04
18-May-17,22750.45,22834.55,22660.2,22698.6,113423012,4013.89
19-May-17,22761.95,22902.25,22628.45,22769.8,154944222,4945.9
22-May-17,22874.8,22918.35,22637.75,22652.85,99779442,3093.31
23-May-17,22674.9,22740.4,22492.2,22582.8,114212196,3364.36
24-May-17,22624.5,22673.4,22469.8,22536.3,91993332,2841.15
25-May-17,22573.65,23267.8,22570.35,23190.8,132711087,4830.6
26-May-17,23151.4,23408.35,23092.35,23362.2,78876968,2631.64
29-May-17,23310.6,23464,23141.15,23182.75,60052384,2070.83
30-May-17,23142.1,23337.15,23093.95,23307.25,66704876,2050.67
31-May-17,23321.2,23469.45,23248.5,23424.8,182918715,5866.26
1-Jun-17,23394.1,23396.15,23224.05,23310.15,81509629,2488.5
2-Jun-17,23435.2,23453.3,23308.4,23375.9,67217648,2138.9
5-Jun-17,23397.4,23494.7,23349.95,23459.65,52203667,1832.18
6-Jun-17,23523.05,23536.1,23381.7,23416.3,54088336,1892.27
7-Jun-17,23482.85,23606.15,23427.55,23567.65,56452419,1793.66
8-Jun-17,23630.35,23659.1,23514.2,23536.1,64825589,2301.45
9-Jun-17,23483.95,23708.65,23476.85,23690.9,58400790,1946.72
12-Jun-17,23610.15,23630.1,23441.8,23470.45,56374007,1752.71
13-Jun-17,23447,23615.2,23446.9,23477.85,47770607,1568.75
14-Jun-17,23555.3,23562.8,23399.4,23498.7,81088281,2706.06
15-Jun-17,23444.7,23473.3,23311.85,23391.75,72763994,2150.2
16-Jun-17,23448.6,23527.65,23391,23502.75,102155200,3301.93
19-Jun-17,23571.35,23806.65,23535.7,23742.15,60483537,2207.29
20-Jun-17,23720.6,23760.35,23651.2,23697.95,71814671,2145.64
21-Jun-17,23638.15,23760.75,23610.2,23708.75,62327766,1879.19
22-Jun-17,23716.85,23897.85,23694.15,23736.1,79042264,2671.82
23-Jun-17,23772.3,23786.5,23507.5,23542.75,74946434,2296.54
27-Jun-17,23636.95,23640.1,23055.75,23216.25,101336046,3170.71
28-Jun-17,23209.55,23322.55,23113.65,23235.85,95524464,3008.65
29-Jun-17,23312.4,23476,23124.35,23227.3,146858174,4341.23
30-Jun-17,23137.25,23254.1,22996.4,23211.2,70715291,2326.93
3-Jul-17,23240.35,23330.1,23144.3,23272.8,51036105,1729.62
4-Jul-17,23325.5,23363.05,23163.7,23214.2,55294067,1740.14
5-Jul-17,23241.9,23380.35,23205.55,23352.6,89709252,1863.29
6-Jul-17,23399.5,23540.15,23369.5,23466.65,130090775,2524.9
7-Jul-17,23463.75,23492.6,23400.6,23449.15,88942526,1922.97
10-Jul-17,23583.25,23964.8,23289.9,23675.05,36606673,704.9
11-Jul-17,23744.55,23744.55,23552.6,23584.6,78963065,2486.24
12-Jul-17,23623.75,23736.55,23523.65,23695.45,69663347,2115.83
13-Jul-17,23817.25,23938,23811,23888.65,84983841,3415.57
14-Jul-17,23949.5,23963.65,23755.95,23937.7,71052482,2242.23
17-Jul-17,24011.4,24066.1,23913.65,24015.05,65783041,1947.9
18-Jul-17,23958.15,24147.45,23942.1,24022.05,75082364,2216.31
19-Jul-17,24069.2,24180.75,24053.7,24152.65,72823157,2589.27
